django-app-v5.0.9,3012,218.8683662805552,0
express-app-v4.18.2,12497,1241.2275781549447,0
fastapi-app-v0.103.2,4713,463.31483994503816,0
fastify-app-v4.26.1,16287,1619.39254748701,0
go-app-v1.22.9,7777,770.3826543274147,0
java21-spring-boot-v3.2.2,11618,1149.2032119415896,0
net8-minapi-ado-jit-v8.0.5,17304,1727.563324091721,0
net8-minapi-dapper-jit-v2.1.35,16641,1655.71719161188,0
net8-minapi-ef-jit-v8.0.10,10492,1040.7790824632668,0
net8-minapi-norm-jit-v5.4.0,16401,1633.2765316050677,0
net8-npgsqlrest-jit-v2.12.1,21286,2121.850722587053,0
npgsqlrest-aot-v2.2.1,24998,2478.6403342712874,0
postgrest-v12.2.3,6272,611.3536207356975,0
rust-app-v1.75.0,4565,448.07314407487564,0
swoole-php-app-8.3.13,18708,1859.1572229170743,0
